title,category,soc,median_pay_annual,entry_education,num_jobs_2024,exposure,exposure_rationale,karpathy_normalized,openai_beta,openai_alpha,human_beta,anthropic_observed,frey_osborne_prob,theory_reality_gap,llm_shift,consensus_score,n_sources,disagreement
Private detectives and investigators,protective-service,33-9021,52370.0,High school diploma or equivalent,43600.0,6,"The occupation is a hybrid of digital research and physical field work. AI significantly enhances the digital aspects—such as background checks, social media analysis, and report writing—making investigators much more productive, but the core requirements of physical surveillance, in-person interviews, and undercover store work provide a substantial barrier to full automation.",0.6,0.3888888888888888,0.074074074074074,0.3888888888888888,0.0,0.31,0.3888888888888888,0.29,0.32962962962962955,3,0.6
Probation officers and correctional treatment specialists,community-and-social-service,21-1092,64520.0,Bachelor's degree,92300.0,6,"This occupation is a hybrid of high-exposure digital tasks (writing case reports, risk assessment, and data-driven monitoring) and low-exposure physical/interpersonal tasks (home visits, drug testing, and building trust with hostile clients). While AI can significantly automate documentation and predictive risk modeling, the legal requirement for human testimony and the physical necessity of community supervision provide a buffer against full automation.",0.6,0.3947368421052631,0.1578947368421052,0.4473684210526315,0.0,0.25,0.3947368421052631,0.35,0.33157894736842103,3,0.6
Producers and directors,entertainment-and-sports,27-2012,83480.0,Bachelor's degree,167000.0,7,"Producers and directors are highly exposed because their core work products—scripts, visual aesthetics, and edited video—are increasingly being generated or enhanced by AI tools. While the role requires significant human leadership and physical presence on set, the rapid advancement of generative AI in pre-production (scripting/storyboarding) and post-production (editing/VFX) allows a single director to do the work of a much larger team, potentially consolidating the industry.",0.7,0.4695853791598472,0.09383524277141297,0.4369885433715221,0.092,0.022,0.37758537915984725,0.6779999999999999,0.42052845971994907,3,0.608
Project management specialists,business-and-financial,13-1082,100750.0,Bachelor's degree,1046300.0,7,"Project management is a digital-heavy knowledge occupation involving data analysis, scheduling, and documentation, all of which are highly susceptible to AI automation and optimization. While AI can significantly increase productivity in planning and monitoring, the role's heavy reliance on human-centric skills like stakeholder negotiation, conflict resolution, and team leadership provides a protective barrier against full automation.",0.7,0.55,0.1,0.4,,,,,0.625,2,0.1499999999999999
Property appraisers and assessors,business-and-financial,13-2020,65420.0,Bachelor's degree,77300.0,7,"The core of this occupation involves analyzing data, comparing market trends, and generating reports, all of which are highly susceptible to Automated Valuation Models (AVMs) and AI-driven data analysis. While physical site inspections and the need to defend assessments in public hearings provide a buffer, the shift toward 'desktop appraisals' and AI-assisted mass assessments significantly reduces the human labor required per valuation.",0.7,,,,,,,,0.7,1,
"Property, real estate, and community association managers",management,11-9141,66700.0,High school diploma or equivalent,466100.0,6,"This occupation is a hybrid of digital knowledge work and physical site management. While AI can automate significant portions of the job—such as drafting leases, financial reporting, budgeting, and coordinating maintenance requests—the role still requires physical inspections of facilities and high-stakes interpersonal conflict resolution. The exposure is high because the administrative and analytical 'office' tasks that comprise a large part of the day are highly susceptible to AI-driven productivity gains.",0.6,0.4431818181818182,0.0,0.4318181818181818,0.1653,0.81,0.2778818181818182,-0.21000000000000008,0.40282727272727276,3,0.4347
Psychiatric technicians and aides,healthcare,,42200.0,See How to Become One,182900.0,3,"The core of this occupation involves physical tasks such as bathing, feeding, and physically restraining patients, which AI cannot perform. While AI can assist with monitoring patient behavior and automating documentation or reporting, the high requirement for real-time human presence, physical stamina, and interpersonal compassion creates a significant barrier to automation.",0.3,,,,,,,,0.3,1,
Psychologists,life-physical-and-social-science,19-3030,94310.0,See How to Become One,204300.0,6,"Psychology is a knowledge-based profession where core tasks like analyzing data, writing reports, and researching are highly susceptible to AI enhancement. However, the critical requirements for human empathy, ethical judgment, and real-time interpersonal observation in clinical and school settings create a significant barrier to full automation.",0.6,,,,,,,,0.6,1,
Public relations and fundraising managers,management,11-2030,132870.0,Bachelor's degree,128900.0,7,"The core digital tasks of this role—writing press releases, drafting speeches, analyzing social media trends, and creating fundraising strategies—are highly susceptible to AI automation and enhancement. However, the role's heavy reliance on high-stakes interpersonal relationships, such as face-to-face donor meetings and managing media crises, provides a significant human-centric buffer that prevents a higher score.",0.7,,,,,,,,0.7,1,
Public relations specialists,media-and-communication,27-3031,69780.0,Bachelor's degree,315900.0,8,"The core tasks of this occupation—writing press releases, drafting speeches, creating social media content, and monitoring public sentiment—are digital-first and align perfectly with the capabilities of Large Language Models. While high-level strategy and real-time interpersonal crisis management provide some protection, the vast majority of the daily work product can be generated or significantly optimized by AI, leading to high exposure and potential workforce consolidation.",0.8,0.5909090909090909,0.2424242424242424,0.7878787878787878,0.453,0.18,0.13790909090909093,0.6200000000000001,0.6146363636363638,3,0.34700000000000003
Public safety telecommunicators,office-and-administrative-support,43-5031,50730.0,High school diploma or equivalent,105200.0,7,"The core tasks of this role—receiving digital inputs (voice, text, video), processing information according to protocols, and dispatching resources—are highly susceptible to AI automation and augmentation. While the high-stakes nature and need for human empathy provide a temporary buffer, AI's ability to transcribe, translate, and prioritize emergency calls in real-time will significantly restructure the occupation and increase individual worker productivity.",0.7,0.65625,0.40625,0.59375,0.0465,0.49,0.60975,0.20999999999999996,0.4675833333333333,3,0.6535
"Purchasing managers, buyers, and purchasing agents",business-and-financial,,79830.0,Bachelor's degree,605600.0,7,"The core tasks of analyzing price proposals, monitoring inventory, and reviewing financial reports are highly susceptible to AI automation and optimization. While high-stakes negotiations and physical site visits provide a buffer, the majority of the work is digital information processing that can be significantly streamlined by AI, leading to higher productivity per worker and a restructuring of the procurement process.",0.7,,,,,,,,0.7,1,
Quality control inspectors,production,51-9061,47460.0,High school diploma or equivalent,598000.0,5,"This occupation is a hybrid of physical inspection and data analysis. While AI-powered computer vision systems are rapidly automating the visual detection of defects, the role still requires significant physical presence to handle materials, operate manual gauges, and perform mechanical tests that robots cannot yet fully replicate in diverse manufacturing environments.",0.5,0.4166666666666666,0.2708333333333333,0.1770833333333333,0.0324,0.98,0.3842666666666666,-0.48,0.3163555555555555,3,0.4676
Radiation therapists,healthcare,29-1124,101990.0,Associate's degree,19200.0,4,"The role requires a significant physical presence to position patients, operate heavy machinery, and provide empathetic interpersonal care during serious illness. While AI will heavily automate the digital aspects of the job—such as tumor localization, treatment planning, and dosage calculations—the physical and clinical safety requirements create a substantial barrier to full automation.",0.4,0.2804878048780488,0.048780487804878,0.1707317073170731,0.0,0.34,0.2804878048780488,0.06,0.22682926829268293,3,0.4
Radiologic and MRI technologists,healthcare,,78980.0,Associate's degree,272000.0,4,"While AI is revolutionizing image analysis and quality control, the core of this role requires physical presence to position patients, administer contrast agents, and operate heavy machinery in a clinical setting. AI will significantly enhance productivity and image evaluation, but the physical and interpersonal requirements of patient care provide a substantial barrier to full automation.",0.4,,,,,,,,0.4,1,
Railroad workers,transportation-and-material-moving,,75680.0,High school diploma or equivalent,77900.0,4,"The occupation involves a significant amount of physical labor, mechanical adjustment, and real-world safety monitoring that AI cannot perform. However, core functions like train operation, scheduling, and signal management are increasingly susceptible to automation and AI-driven efficiency systems, which the BLS notes is already limiting employment growth.",0.4,,,,,,,,0.4,1,
Real estate brokers and sales agents,sales,41-9020,58960.0,High school diploma or equivalent,532200.0,6,"Real estate agents perform a mix of digital knowledge work and physical/interpersonal tasks. AI can automate significant portions of their digital workload, such as market analysis, property descriptions, lead generation, and contract preparation, which increases individual productivity and may reduce the total number of agents needed. However, the core of the job still requires physical property showings, high-stakes human negotiation, and local networking, which provide a buffer against full automation.",0.6,,,,,,,,0.6,1,
Receptionists,office-and-administrative-support,43-4171,37230.0,High school diploma or equivalent,1007200.0,7,"Many core tasks such as scheduling, answering phones, and data entry are highly susceptible to automation via AI voice agents and chatbots. While the role retains a physical component for greeting and security, the BLS already projects zero growth due to automation, and the digital nature of the administrative workload makes it highly exposed to further restructuring.",0.7,0.5333333333333333,0.2,0.5833333333333334,0.4338,0.96,0.09953333333333331,-0.26,0.5557111111111112,3,0.26619999999999994
Recreation workers,personal-care-and-service,39-9032,35380.0,High school diploma or equivalent,327700.0,3,"The core of this occupation involves physical presence, manual instruction, and real-time interpersonal interaction in unpredictable environments like camps and community centers. While AI can assist with peripheral administrative tasks like scheduling, program planning, and creating newsletters, it cannot replace the physical supervision, safety monitoring, and emotional leadership required to manage group activities.",0.3,0.238095238095238,0.119047619047619,0.25,0.0,0.0061,0.238095238095238,0.2939,0.1793650793650793,3,0.3
Recreational therapists,healthcare,29-1125,60280.0,Bachelor's degree,16100.0,3,"The core of this occupation involves physical presence, manual assistance, and real-time interpersonal interaction through activities like adaptive sports, dance, and community outings. While AI can significantly assist with digital tasks like patient assessment, treatment planning, and progress documentation, it cannot replace the physical and emotional labor required to lead therapeutic interventions in person.",0.3,0.3181818181818182,0.0909090909090909,0.3636363636363636,0.0,0.0028,0.3181818181818182,0.29719999999999996,0.20606060606060606,3,0.3181818181818182
Registered nurses,healthcare,29-1141,93600.0,Bachelor's degree,3391000.0,4,"Registered nursing is a hybrid role that combines significant physical labor, such as administering treatments and moving patients, with complex interpersonal care and emotional support. While AI will heavily impact the knowledge-work components—such as patient monitoring, diagnostic analysis, and care planning—the core requirement for physical presence and human empathy creates a strong barrier to full automation.",0.4,0.38019000703729766,0.06948784111345682,0.33498318867776994,0.0595,,0.32069000703729766,,0.27989666901243254,3,0.3405
Rehabilitation counselors,community-and-social-service,21-1015,46110.0,Master's degree,91900.0,5,"Rehabilitation counseling involves a significant amount of digital knowledge work, such as developing rehabilitation plans, maintaining records, and researching resources, which are highly susceptible to AI assistance. However, the core of the profession relies on high-stakes interpersonal interaction, empathy, and physical advocacy for clients with disabilities, creating a natural barrier to full automation.",0.5,0.3548387096774194,0.064516129032258,0.4677419354838709,0.0,0.0094,0.3548387096774194,0.4906,0.2849462365591398,3,0.5
Respiratory therapists,healthcare,29-1126,80450.0,Associate's degree,139600.0,4,"Respiratory therapy involves a significant amount of physical, hands-on patient care, such as performing chest physiotherapy, intubating patients, and maintaining equipment in real-time clinical environments. While AI will heavily assist in diagnostic analysis, ventilator setting optimization, and patient monitoring, the core of the job requires physical presence and interpersonal interaction that cannot be digitized.",0.4,0.2023809523809523,0.0952380952380952,0.1904761904761904,0.0,0.066,0.2023809523809523,0.334,0.20079365079365077,3,0.4
Retail sales workers,sales,,34730.0,No formal educational credential,4208800.0,4,"Retail sales involve a mix of physical tasks (stocking shelves, demonstrating products) and interpersonal interaction that provides a barrier to full automation. However, AI is increasingly handling the information-heavy aspects of the job, such as personalized product recommendations, answering technical questions via kiosks/mobile apps, and automating inventory management and checkout processes, which reduces the total human labor required per store.",0.4,,,,,,,,0.4,1,
Roofers,construction-and-extraction,47-2181,50970.0,No formal educational credential,166700.0,1,"Roofing is a highly physical occupation performed in unpredictable outdoor environments that require manual dexterity, balance, and heavy lifting. While AI might assist with peripheral tasks like drone-based inspections or material estimation, the core work of installing and repairing shingles and membranes remains entirely dependent on human labor.",0.1,0.04,0.0,0.0,0.0157,0.9,0.024300000000000002,-0.8,0.0519,3,0.08430000000000001
Sales engineers,sales,41-9031,121520.0,Bachelor's degree,56800.0,7,"Sales engineers perform high-level knowledge work that is increasingly digital, including technical presentations, product customization, and troubleshooting. While AI can automate technical documentation, demo generation, and data-driven customer insights, the role's heavy reliance on complex interpersonal relationships, negotiation, and trust-building provides a significant buffer against full automation.",0.7,0.5113636363636364,0.1590909090909091,0.5340909090909091,0.3224,0.0041,0.18896363636363633,0.6959,0.5112545454545455,3,0.37759999999999994
Sales managers,management,11-2022,138060.0,Bachelor's degree,619500.0,7,"Sales managers perform high-level knowledge work including data analysis, sales forecasting, and strategic planning, all of which are highly susceptible to AI augmentation. While the role requires significant interpersonal leadership and relationship management, much of the core digital workflow—such as monitoring CRM data, generating reports, and developing training materials—is being rapidly transformed by generative and analytical AI.",0.7,0.45,0.0,0.4833333333333333,0.0433,0.013,0.4067,0.6869999999999999,0.3977666666666666,3,0.6567
School and career counselors and advisors,community-and-social-service,21-1012,65140.0,Master's degree,376300.0,6,"This occupation is a mix of high-touch interpersonal work and digital information processing. AI can significantly automate the 'hard' data tasks like analyzing student performance trends, matching aptitudes to career paths, and drafting résumés, but the core functions of emotional support, crisis intervention (reporting abuse), and navigating complex human relationships in a school setting provide a strong buffer against full automation.",0.6,0.2894736842105263,0.0526315789473684,0.3245614035087719,0.1182,0.0085,0.17127368421052633,0.5915,0.3358912280701754,3,0.4818
Secretaries and administrative assistants,office-and-administrative-support,43-6000,47460.0,High school diploma or equivalent,3453100.0,8,"The core duties of this occupation—scheduling, drafting correspondence, managing databases, and transcribing—are fundamentally digital and align perfectly with the capabilities of LLMs and AI agents. While some roles require physical presence for visitor greeting or office management, the vast majority of tasks are routine information processing that can be automated or significantly streamlined, leading to major restructuring and reduced headcount per organization.",0.8,,,,,,,,0.8,1,
"Securities, commodities, and financial services sales agents",sales,41-3031,78140.0,Bachelor's degree,514500.0,8,"This occupation is almost entirely digital and information-based, involving data analysis, market monitoring, and financial modeling—all areas where AI is rapidly achieving parity with human experts. While high-level relationship management and complex negotiation (like M&A) provide some insulation, the core tasks of identifying investment opportunities, executing trades, and providing routine financial advice are highly susceptible to automation and significant productivity gains that could reduce the need for human agents.",0.8,0.6057692307692308,0.2115384615384615,0.5192307692307693,0.4413,0.016,0.1644692307692308,0.784,0.6156897435897436,3,0.3587
Security guards and gambling surveillance officers,protective-service,33-9030,38390.0,High school diploma or equivalent,1272400.0,5,"The occupation is a hybrid of physical presence and digital monitoring. While AI-powered computer vision is rapidly automating the 'surveillance' and 'monitoring' aspects of the job, the core requirements of physical patrolling, detaining suspects, and responding to real-world emergencies provide a significant barrier to full automation.",0.5,,,,,,,,0.5,1,
Semiconductor processing technicians,production,51-9141,51180.0,High school diploma or equivalent,31900.0,4,"The role involves a significant physical component, requiring presence in cleanrooms to handle wafers, maintain equipment, and perform manual inspections. However, AI and advanced automation are increasingly capable of monitoring process data, optimizing machine parameters, and performing high-precision quality control, which automates the information-processing and monitoring aspects of the job.",0.4,0.234375,0.1875,0.0625,0.0,0.88,0.234375,-0.48,0.21145833333333333,3,0.4
Set and exhibit designers,arts-and-design,27-1027,66280.0,Bachelor's degree,31300.0,7,"The core creative process—including script analysis, conceptual sketching, and CAD modeling—is increasingly susceptible to generative AI and automated design tools that can rapidly produce 3D environments and visual concepts. While the role requires physical-world considerations like material budgets and on-site installation oversight, the shift toward digital production (such as virtual sets and LED volumes) and AI-assisted drafting significantly increases productivity and reduces the total human labor required per project.",0.7,0.3913043478260869,0.0,0.358695652173913,0.0,0.0055,0.3913043478260869,0.6945,0.36376811594202896,3,0.7
Sheet metal workers,construction-and-extraction,47-2211,60850.0,High school diploma or equivalent,127000.0,3,"The core of this occupation involves physical labor, manual dexterity, and on-site installation in unpredictable construction environments, which are highly resistant to AI. While AI and computer-controlled machinery (CADD, lasers, and automated presses) are increasingly used in the fabrication phase, the majority of the work—including installation, maintenance, and complex physical maneuvering—cannot be performed by digital tools.",0.3,0.0657894736842105,0.0,0.0394736842105263,0.0,0.82,0.0657894736842105,-0.52,0.1219298245614035,3,0.3
Skincare specialists,personal-care-and-service,39-5094,41560.0,Postsecondary nondegree award,97400.0,3,"The core of the job involves physical, hands-on treatments like facials, massages, and hair removal that require real-time human presence and manual dexterity. While AI can assist with peripheral tasks like skin analysis, product recommendations, and business management, it cannot replace the tactile and interpersonal nature of the primary service.",0.3,0.1969696969696969,0.0606060606060606,0.106060606060606,0.0,0.29,0.1969696969696969,0.010000000000000009,0.16565656565656564,3,0.3
Small engine mechanics,installation-maintenance-and-repair,49-3050,48240.0,See How to Become One,78000.0,2,"The core of this occupation involves physical manipulation of mechanical components, manual dexterity, and real-world troubleshooting in unpredictable environments. While AI can assist with diagnostic software and technical documentation, it cannot perform the physical labor of disassembling engines, replacing parts, or conducting hands-on repairs.",0.2,,,,,,,,0.2,1,
Social and community service managers,management,11-9151,78240.0,Bachelor's degree,219800.0,6,"This role involves a significant amount of digital knowledge work, such as grant writing, data analysis, and budget management, which are highly susceptible to AI augmentation. However, the core responsibilities of community stakeholder engagement, staff supervision, and navigating complex human crises provide a buffer that requires physical presence and high-level emotional intelligence.",0.6,0.3928571428571428,0.0714285714285714,0.4464285714285714,0.1808,0.0067,0.2120571428571428,0.5932999999999999,0.3912190476190476,3,0.4192
Social and human service assistants,community-and-social-service,21-1093,45120.0,High school diploma or equivalent,449600.0,5,"This occupation is a hybrid of digital administrative work and high-touch interpersonal service. AI can significantly automate the 'knowledge work' components, such as researching community resources, assisting with complex benefit applications, and coordinating service schedules. However, the core of the job requires physical presence in homes or clinics and deep emotional intelligence to support clients in crisis, which provides a substantial buffer against full automation.",0.5,0.3928571428571428,0.2142857142857142,0.375,0.0,0.13,0.3928571428571428,0.37,0.2976190476190476,3,0.5
Social workers,community-and-social-service,21-1020,61330.0,See How to Become One,810900.0,4,"Social work involves a high degree of interpersonal interaction, empathy, and crisis management in physical environments, which provides a strong barrier against full automation. However, AI will significantly impact the profession by automating administrative tasks like case documentation, assisting in resource research, and providing diagnostic support tools for clinical practitioners.",0.4,,,,,,,,0.4,1,
Sociologists,life-physical-and-social-science,19-3041,101690.0,Master's degree,3400.0,7,"Sociology is a knowledge-intensive field where core tasks like data analysis, literature reviews, and report writing are highly susceptible to AI enhancement. While qualitative field research and interpersonal interviews provide a buffer, the shift toward digital data collection and AI-driven statistical modeling significantly increases worker productivity and reshapes the research process.",0.7,0.5384615384615385,0.1538461538461538,0.6153846153846154,0.3833,0.059,0.15516153846153857,0.641,0.5405871794871795,3,0.3167
"Software developers, quality assurance analysts, and testers",computer-and-information-technology,,131450.0,Bachelor's degree,1895500.0,9,"This occupation is fundamentally digital, with core tasks like coding, debugging, and test automation being primary use cases for Large Language Models. While high-level system architecture and complex stakeholder communication provide some insulation, AI is drastically increasing individual productivity, which will likely lead to significant restructuring of entry-level roles and QA functions.",0.9,,,,,,,,0.9,1,
Solar photovoltaic installers,construction-and-extraction,47-2231,51860.0,High school diploma or equivalent,28600.0,2,"The core of this occupation is highly physical, involving manual labor, climbing roofs, and using hand tools in unpredictable outdoor environments. While AI might assist with peripheral tasks like system design optimization or site measurements via computer vision, the actual installation and maintenance require human dexterity and physical presence that current and near-future AI/robotics cannot replicate.",0.2,0.11,0.0,0.11,0.0,,0.11,,0.10333333333333333,3,0.2
Special education teachers,education-training-and-library,25-2050,64270.0,Bachelor's degree,559500.0,5,"AI will significantly streamline the digital and administrative aspects of the role, such as drafting Individualized Education Programs (IEPs), adapting lesson plans, and tracking student data. However, the core of the job requires intense physical presence, emotional intelligence, and real-time behavioral management for students with complex disabilities, which AI cannot replicate.",0.5,,,,,,,,0.5,1,
Special effects artists and animators,arts-and-design,27-1014,99800.0,Bachelor's degree,57100.0,9,"This occupation is almost entirely digital, with core tasks like 3D modeling, rendering, and animation being directly disrupted by generative AI and automated rigging tools. While high-level creative direction and complex team collaboration remain human-centric, AI is rapidly automating the 'routine' aspects of CGI and visual effects, significantly increasing individual productivity and reducing the total number of workers needed for large-scale productions.",0.9,0.525,0.05,0.475,0.3571,0.015,0.16790000000000005,0.885,0.5940333333333333,3,0.5429
Speech-language pathologists,healthcare,29-1127,95410.0,Master's degree,187400.0,5,"Speech-language pathology involves a significant amount of digital-adjacent work, such as analyzing speech patterns, documenting progress, and developing treatment plans, all of which are highly susceptible to AI enhancement. However, the core of the job requires physical presence for swallowing therapy, real-time interpersonal coaching, and high-stakes clinical judgment that limits full automation.",0.5,0.4512195121951219,0.1707317073170731,0.3902439024390244,0.0,0.0064,0.4512195121951219,0.4936,0.3170731707317073,3,0.5
Stationary engineers and boiler operators,production,51-8021,75190.0,High school diploma or equivalent,33300.0,3,"The core of this occupation involves physical maintenance, manual repairs, and hands-on troubleshooting of heavy mechanical equipment in unpredictable physical environments. While AI and automated control systems can enhance monitoring and data logging, they cannot perform the physical tasks of overhauling valves, lubricating parts, or crawling inside boilers for inspections.",0.3,0.1627906976744186,0.1395348837209302,0.1046511627906976,0.0,0.89,0.1627906976744186,-0.5900000000000001,0.15426356589147286,3,0.3
"Substance abuse, behavioral disorder, and mental health counselors",community-and-social-service,21-1018,59190.0,Master's degree,483500.0,5,"This occupation is a mix of high-level knowledge work and intense interpersonal interaction. While AI can significantly assist with digital tasks like documentation, treatment planning, and monitoring progress, the core of the job requires human empathy, crisis intervention, and the navigation of complex emotional and physical environments that AI cannot yet replicate.",0.5,,,,,,,,0.5,1,
Surgical assistants and technologists,healthcare,,62480.0,Postsecondary nondegree award,141000.0,3,"The core of this occupation is highly physical, requiring manual dexterity, sterile technique, and real-time presence in an operating room. While AI and robotics can assist with surgical precision or inventory management, the role remains centered on hands-on patient care and physical equipment handling that cannot be digitized.",0.3,,,,,,,,0.3,1,
Survey researchers,life-physical-and-social-science,19-3022,63380.0,Master's degree,8800.0,9,"Survey research is a fundamentally digital knowledge occupation involving background research, survey design, statistical analysis, and report generation—all areas where LLMs and specialized AI tools excel. The BLS already projects a decline in employment due to data mining and big data efficiencies, and the rapid advancement of AI in synthesizing qualitative data and automating complex statistical workflows makes this role highly susceptible to significant restructuring and labor reduction.",0.9,0.625,0.25,0.84375,0.4316,0.23,0.19340000000000002,0.67,0.6522,3,0.46840000000000004
Surveying and mapping technicians,architecture-and-engineering,17-3031,51940.0,High school diploma or equivalent,59400.0,5,"This occupation is a hybrid of physical fieldwork and digital data processing. While AI and automation (via drones and GIS software) significantly enhance data analysis, map creation, and calculation tasks, the role still requires a physical presence to navigate rugged terrain, set markers, and operate equipment in the real world.",0.5,0.5,0.0851063829787234,0.5106382978723404,0.0,0.96,0.5,-0.45999999999999996,0.3333333333333333,3,0.5
Surveyors,architecture-and-engineering,17-1022,72740.0,Bachelor's degree,56100.0,5,"Surveying is a hybrid occupation that combines significant physical fieldwork with digital data processing. While AI and automation (via drones and GIS) are rapidly increasing productivity in the mapping and analysis phases, the core requirements of physical site visits, navigating rugged terrain, and providing legally certified human testimony in court create a substantial barrier to full automation.",0.5,0.5100694444444445,0.14930555555555555,0.4197916666666667,0.0022,0.38,0.5078694444444445,0.12,0.33742314814814817,3,0.5078694444444445
"Tax examiners and collectors, and revenue agents",business-and-financial,13-2081,59740.0,Bachelor's degree,57600.0,8,"This occupation is highly exposed because its core tasks—reviewing financial documents, identifying discrepancies, and interpreting tax law—are digital information-processing tasks where AI excels. While revenue agents handling complex corporate audits and collectors performing field investigations require human judgment and interpersonal skills, a significant portion of the routine examination and data verification work is already being automated or enhanced by sophisticated algorithms.",0.8,0.5806451612903225,0.1935483870967742,0.6774193548387096,0.0275,0.93,0.5531451612903225,-0.13,0.46938172043010756,3,0.7725000000000001
"Taxi drivers, shuttle drivers, and chauffeurs",transportation-and-material-moving,,36660.0,No formal educational credential,447900.0,5,"While the core task of driving is highly susceptible to automation through autonomous vehicle technology (AI), the job currently requires significant physical presence for tasks like loading luggage, assisting passengers with disabilities, and performing vehicle maintenance. The transition to fully driverless fleets faces regulatory and technical hurdles in complex environments, but the long-term trajectory for this digital-adjacent physical task is one of high potential displacement.",0.5,,,,,,,,0.5,1,
Teacher assistants,education-training-and-library,25-9045,35240.0,"Some college, no degree",1422800.0,4,"Teacher assistants have moderate exposure because AI can significantly automate their administrative and instructional support tasks, such as grading, lesson preparation, and providing personalized tutoring through AI agents. However, a large portion of the role involves physical supervision, behavioral management, and assisting students with special needs or personal hygiene, which require a physical human presence that AI cannot replace.",0.4,,,,,,,,0.4,1,
Technical writers,media-and-communication,27-3042,91670.0,Bachelor's degree,56400.0,9,"Technical writing is a fully digital occupation centered on synthesizing complex information into clear documentation, a core strength of Large Language Models. AI can already draft manuals, summarize technical specs, and generate code documentation, significantly increasing individual productivity and reducing the total number of human writers needed for routine documentation tasks.",0.9,0.7,0.4666666666666667,0.6333333333333333,0.4747,0.89,0.22529999999999994,0.010000000000000009,0.6915666666666667,3,0.4253
Telecommunications technicians,installation-maintenance-and-repair,,64310.0,See How to Become One,268500.0,3,"The core of this occupation is physical labor, including climbing towers, installing hardware, and manual troubleshooting in unpredictable environments, which provides a strong barrier against AI automation. While AI can assist with remote diagnostics, network optimization, and predictive maintenance, the physical necessity of splicing cables and mounting equipment ensures the role remains primarily human-driven.",0.3,,,,,,,,0.3,1,
Tellers,office-and-administrative-support,43-3071,39340.0,High school diploma or equivalent,347400.0,7,"Tellers face high exposure because their core tasks—processing routine financial transactions and verifying information—are digital in nature and highly susceptible to automation through AI and advanced self-service technology. While the physical handling of cash provides a slight buffer, the rapid shift toward mobile banking, AI-driven fraud detection, and interactive video kiosks is significantly reducing the need for human intervention in these roles.",0.7,0.5416666666666666,0.3125,0.3333333333333333,0.0231,0.98,0.5185666666666666,-0.28,0.42158888888888885,3,0.6769
Top executives,management,,105350.0,Bachelor's degree,4022200.0,6,"Top executives perform high-level knowledge work including financial analysis, strategic planning, and contract review, all of which are highly susceptible to AI augmentation. However, the core of the role involves human-centric responsibilities like leadership, high-stakes negotiation, and accountability to boards or the public, which provide a significant buffer against full automation.",0.6,,,,,,,,0.6,1,
Tour and travel guides,personal-care-and-service,39-7010,36660.0,High school diploma or equivalent,55800.0,4,"While AI can automate the digital aspects of the job—such as researching history, planning itineraries, and providing multilingual translations—the core of the role requires physical presence and real-time human interaction. Guides must physically escort groups through unpredictable environments, manage group dynamics, and provide a personal, empathetic experience that digital tools cannot fully replicate.",0.4,,,,,,,,0.4,1,
Training and development managers,management,11-3131,127090.0,Bachelor's degree,46400.0,7,"This role is predominantly digital and knowledge-based, involving the creation of instructional content, data-driven needs assessments, and budget management—all areas where AI is highly capable. While the role requires significant human-centric leadership and stakeholder collaboration, AI can automate the generation of training materials, personalize learning paths, and analyze program effectiveness, substantially increasing the productivity of each manager.",0.7,0.5,0.0909090909090909,0.4772727272727273,0.3777,0.0063,0.12230000000000002,0.6937,0.5258999999999999,3,0.3223
Training and development specialists,business-and-financial,13-1151,65850.0,Bachelor's degree,452300.0,7,"Much of the core work, such as designing training manuals, creating online learning modules, and assessing needs through data, is digital and highly susceptible to AI automation and augmentation. While the role requires interpersonal skills for live delivery and collaboration, AI can now generate curriculum, simulate training scenarios, and personalize learning paths, significantly increasing individual productivity and potentially reducing the number of specialists needed for content creation.",0.7,0.5526315789473684,0.1052631578947368,0.5921052631578947,0.2793,0.014,0.27333157894736837,0.6859999999999999,0.5106438596491228,3,0.42069999999999996
"Transportation, storage, and distribution managers",management,11-3071,102010.0,High school diploma or equivalent,216700.0,6,"This role involves a significant amount of digital knowledge work, such as logistics planning, budgeting, and supply chain optimization, which are highly susceptible to AI-driven efficiency gains. However, the core job also requires physical presence for facility inspections, safety compliance monitoring, and high-stakes interpersonal leadership in unpredictable environments like warehouses and railyards, providing a buffer against full automation.",0.6,0.486525974025974,0.01785714285714285,0.47297077922077924,0.0956,0.59,0.39092597402597395,0.010000000000000009,0.3940419913419913,3,0.5044
Travel agents,sales,41-3041,48450.0,High school diploma or equivalent,65700.0,9,"The core functions of a travel agent—researching destinations, comparing prices, building itineraries, and processing bookings—are entirely digital and involve information synthesis that AI can now perform instantly. While high-end human agents provide personalized judgment and crisis management, AI's ability to handle complex natural language queries and real-time logistics makes the vast majority of the occupation's routine tasks highly susceptible to automation.",0.9,0.5625,0.125,0.5625,0.4054,0.099,0.15710000000000002,0.801,0.6226333333333333,3,0.49460000000000004
Tutors,education-training-and-library,25-3041,40090.0,"Some college, no degree",215500.0,7,"Tutors primarily engage in knowledge transfer, explanation, and feedback—tasks where generative AI and personalized learning algorithms excel. While the interpersonal and motivational aspects of tutoring provide some protection, the core work product is digital/informational, and AI's ability to provide 24/7, low-cost, personalized instruction for standardized tests and core subjects creates significant displacement risk.",0.7,0.5428571428571428,0.1714285714285714,0.3714285714285714,0.4077,,0.1351571428571428,,0.5501857142857143,3,0.29229999999999995
